user_id,product_id,action,timestamp
4,104,search,2025-01-11T04:59:00
4,104,view,2025-01-11T05:00:00
4,104,click,2025-01-11T05:04:00
4,120,view,2025-01-13T21:52:00
4,120,click,2025-01-13T21:56:00
4,120,add_to_cart,2025-01-13T21:59:00
4,120,purchase,2025-01-13T22:00:00
4,124,view,2025-01-13T22:09:00
4,124,click,2025-01-13T22:11:00
4,129,view,2025-01-13T22:13:00
4,129,click,2025-01-13T22:17:00
4,129,add_to_cart,2025-01-13T22:19:00
4,129,remove_cart,2025-01-13T22:21:00
4,178,search,2025-01-15T11:07:00
4,178,view,2025-01-15T11:08:00
4,178,click,2025-01-15T11:09:00
4,180,view,2025-01-15T11:11:00
4,180,click,2025-01-15T11:15:00
4,180,add_to_cart,2025-01-15T11:17:00
4,180,purchase,2025-01-15T11:18:00
4,183,view,2025-01-15T11:29:00
4,183,click,2025-01-15T11:32:00
4,180,review,2025-01-16T11:29:00
4,185,review,2025-01-16T16:38:00
4,199,search,2025-01-18T08:48:00
4,199,view,2025-01-18T08:50:00
4,199,click,2025-01-18T08:54:00
4,199,add_to_cart,2025-01-18T08:56:00
4,199,purchase,2025-01-18T08:58:00
4,193,view,2025-01-18T09:07:00
4,195,view,2025-01-18T09:08:00
4,195,click,2025-01-18T09:09:00
4,195,add_to_cart,2025-01-18T09:11:00
4,195,remove_cart,2025-01-18T09:13:00
4,182,view,2025-01-19T17:36:00
4,182,click,2025-01-19T17:40:00
4,182,add_to_cart,2025-01-19T17:42:00
4,182,purchase,2025-01-19T17:43:00
4,190,view,2025-01-19T17:53:00
4,190,click,2025-01-19T17:55:00
4,190,add_to_cart,2025-01-19T17:58:00
4,190,purchase,2025-01-19T17:59:00
4,182,review,2025-01-25T17:53:00
4,120,review,2025-01-26T22:09:00
5,37,view,2025-01-08T17:16:00
5,37,click,2025-01-08T17:18:00
5,46,search,2025-01-09T07:20:00
5,46,view,2025-01-09T07:23:00
5,46,click,2025-01-09T07:27:00
5,46,add_to_cart,2025-01-09T07:30:00
5,46,remove_cart,2025-01-09T07:31:00
5,61,view,2025-01-09T07:33:00
5,61,click,2025-01-09T07:34:00
5,79,search,2025-01-10T00:09:00
5,79,view,2025-01-10T00:10:00
5,79,click,2025-01-10T00:14:00
5,79,add_to_cart,2025-01-10T00:15:00
5,79,purchase,2025-01-10T00:17:00
5,87,view,2025-01-10T00:26:00
5,87,click,2025-01-10T00:30:00
5,77,view,2025-01-10T00:33:00
5,77,click,2025-01-10T00:36:00
5,84,search,2025-01-11T09:33:00
5,84,view,2025-01-11T09:34:00
5,84,add_to_cart,2025-01-11T09:37:00
5,84,purchase,2025-01-11T09:39:00
5,74,view,2025-01-11T09:51:00
5,74,add_to_cart,2025-01-11T09:55:00
5,74,purchase,2025-01-11T09:56:00
5,84,review,2025-01-12T09:51:00
5,40,search,2025-01-13T07:14:00
5,40,view,2025-01-13T07:17:00
5,40,click,2025-01-13T07:21:00
5,23,view,2025-01-13T07:22:00
5,23,click,2025-01-13T07:26:00
5,23,add_to_cart,2025-01-13T07:27:00
5,23,purchase,2025-01-13T07:28:00
5,83,view,2025-01-14T18:00:00
5,83,click,2025-01-14T18:03:00
5,83,add_to_cart,2025-01-14T18:05:00
5,83,remove_cart,2025-01-14T18:07:00
5,82,view,2025-01-14T18:08:00
5,82,click,2025-01-14T18:11:00
5,74,review,2025-01-21T10:02:00
5,23,review,2025-01-23T07:33:00
6,84,view,2025-01-10T11:06:00
6,84,click,2025-01-10T11:09:00
6,84,add_to_cart,2025-01-10T11:10:00
6,84,purchase,2025-01-10T11:11:00
6,82,view,2025-01-10T11:13:00
6,82,click,2025-01-10T11:15:00
6,82,add_to_cart,2025-01-10T11:17:00
6,82,purchase,2025-01-10T11:18:00
6,85,view,2025-01-10T11:27:00
6,85,add_to_cart,2025-01-10T11:29:00
6,85,remove_cart,2025-01-10T11:31:00
6,68,search,2025-01-12T16:15:00
6,68,view,2025-01-12T16:16:00
6,68,click,2025-01-12T16:19:00
6,68,add_to_cart,2025-01-12T16:20:00
6,68,purchase,2025-01-12T16:22:00
6,84,view,2025-01-12T16:33:00
6,84,click,2025-01-12T16:37:00
6,84,add_to_cart,2025-01-12T16:39:00
6,84,purchase,2025-01-12T16:41:00
6,63,search,2025-01-13T18:08:00
6,63,view,2025-01-13T18:09:00
6,63,click,2025-01-13T18:11:00
6,63,add_to_cart,2025-01-13T18:12:00
6,63,purchase,2025-01-13T18:14:00
6,63,review,2025-01-14T18:25:00
6,65,search,2025-01-16T03:20:00
6,65,view,2025-01-16T03:23:00
6,52,view,2025-01-16T03:25:00
6,52,click,2025-01-16T03:27:00
6,52,add_to_cart,2025-01-16T03:30:00
6,52,purchase,2025-01-16T03:31:00
6,82,review,2025-01-16T11:27:00
6,84,search,2025-01-16T23:04:00
6,84,view,2025-01-16T23:07:00
6,75,view,2025-01-16T23:11:00
6,75,click,2025-01-16T23:15:00
6,75,add_to_cart,2025-01-16T23:18:00
6,75,purchase,2025-01-16T23:20:00
6,80,view,2025-01-16T23:31:00
6,75,review,2025-01-18T23:31:00
6,52,review,2025-01-19T03:35:00
6,23,search,2025-01-19T12:21:00
6,23,view,2025-01-19T12:24:00
6,23,add_to_cart,2025-01-19T12:28:00
6,23,purchase,2025-01-19T12:30:00
6,31,view,2025-01-19T12:39:00
6,31,click,2025-01-19T12:43:00
6,31,add_to_cart,2025-01-19T12:45:00
6,31,purchase,2025-01-19T12:46:00
6,24,view,2025-01-19T12:53:00
6,24,click,2025-01-19T12:56:00
6,37,search,2025-01-20T06:18:00
6,37,view,2025-01-20T06:19:00
6,60,search,2025-01-20T21:35:00
6,60,view,2025-01-20T21:38:00
6,60,click,2025-01-20T21:42:00
6,60,add_to_cart,2025-01-20T21:43:00
6,60,purchase,2025-01-20T21:44:00
6,57,view,2025-01-20T21:53:00
6,57,click,2025-01-20T21:57:00
6,56,view,2025-01-20T22:00:00
6,56,click,2025-01-20T22:02:00
6,68,review,2025-01-21T16:33:00
6,25,search,2025-01-23T16:02:00
6,25,view,2025-01-23T16:03:00
6,25,click,2025-01-23T16:05:00
6,25,add_to_cart,2025-01-23T16:08:00
6,25,purchase,2025-01-23T16:10:00
6,30,view,2025-01-23T16:19:00
6,30,click,2025-01-23T16:21:00
6,30,add_to_cart,2025-01-23T16:22:00
6,30,purchase,2025-01-23T16:23:00
6,84,review,2025-01-24T16:52:00
6,31,review,2025-01-27T12:53:00
7,141,search,2025-01-08T18:42:00
7,141,view,2025-01-08T18:43:00
7,141,click,2025-01-08T18:47:00
7,141,add_to_cart,2025-01-08T18:49:00
7,141,purchase,2025-01-08T18:51:00
7,150,view,2025-01-08T18:58:00
7,150,click,2025-01-08T19:00:00
7,120,search,2025-01-11T06:31:00
7,120,view,2025-01-11T06:33:00
7,191,search,2025-01-11T20:45:00
7,191,view,2025-01-11T20:48:00
7,126,search,2025-01-14T19:20:00
7,126,view,2025-01-14T19:21:00
7,140,search,2025-01-16T23:09:00
7,140,view,2025-01-16T23:10:00
7,142,view,2025-01-16T23:13:00
7,111,search,2025-01-18T02:57:00
7,111,view,2025-01-18T02:59:00
7,111,click,2025-01-18T03:01:00
7,129,view,2025-01-18T03:03:00
7,129,click,2025-01-18T03:04:00
7,129,add_to_cart,2025-01-18T03:07:00
7,129,remove_cart,2025-01-18T03:08:00
7,112,view,2025-01-18T03:09:00
7,112,click,2025-01-18T03:12:00
7,112,add_to_cart,2025-01-18T03:14:00
7,112,purchase,2025-01-18T03:16:00
7,195,view,2025-01-19T06:51:00
7,195,click,2025-01-19T06:53:00
7,195,add_to_cart,2025-01-19T06:56:00
7,195,purchase,2025-01-19T06:58:00
7,197,view,2025-01-19T07:07:00
7,197,click,2025-01-19T07:09:00
7,112,review,2025-01-20T03:20:00
7,123,search,2025-01-22T01:30:00
7,123,view,2025-01-22T01:32:00
7,123,click,2025-01-22T01:36:00
7,118,view,2025-01-22T01:38:00
7,118,add_to_cart,2025-01-22T01:41:00
7,118,purchase,2025-01-22T01:43:00
7,124,view,2025-01-22T01:54:00
8,94,search,2025-01-12T04:48:00
8,94,view,2025-01-12T04:51:00
8,94,click,2025-01-12T04:53:00
8,107,view,2025-01-12T04:56:00
8,107,click,2025-01-12T04:59:00
8,96,view,2025-01-12T05:00:00
8,96,click,2025-01-12T05:02:00
8,96,add_to_cart,2025-01-12T05:04:00
8,96,remove_cart,2025-01-12T05:06:00
8,192,search,2025-01-14T22:17:00
8,192,view,2025-01-14T22:19:00
8,192,click,2025-01-14T22:22:00
8,184,view,2025-01-14T22:24:00
8,184,add_to_cart,2025-01-14T22:28:00
8,184,purchase,2025-01-14T22:29:00
8,178,search,2025-01-15T10:57:00
8,178,view,2025-01-15T10:59:00
8,178,click,2025-01-15T11:02:00
8,178,add_to_cart,2025-01-15T11:05:00
8,178,purchase,2025-01-15T11:07:00
8,188,view,2025-01-15T11:14:00
8,188,click,2025-01-15T11:18:00
8,188,add_to_cart,2025-01-15T11:21:00
8,188,purchase,2025-01-15T11:22:00
8,196,search,2025-01-16T06:42:00
8,196,view,2025-01-16T06:43:00
8,196,add_to_cart,2025-01-16T06:46:00
8,196,purchase,2025-01-16T06:47:00
8,189,view,2025-01-16T06:51:00
8,189,click,2025-01-16T06:55:00
8,189,add_to_cart,2025-01-16T06:58:00
8,189,purchase,2025-01-16T07:00:00
8,77,search,2025-01-17T08:37:00
8,77,view,2025-01-17T08:38:00
8,77,click,2025-01-17T08:41:00
8,77,add_to_cart,2025-01-17T08:44:00
8,77,remove_cart,2025-01-17T08:46:00
8,102,search,2025-01-18T02:30:00
8,102,view,2025-01-18T02:33:00
8,102,click,2025-01-18T02:34:00
8,102,add_to_cart,2025-01-18T02:36:00
8,102,purchase,2025-01-18T02:37:00
8,194,view,2025-01-19T04:34:00
8,194,click,2025-01-19T04:37:00
8,194,add_to_cart,2025-01-19T04:40:00
8,194,purchase,2025-01-19T04:41:00
8,178,review,2025-01-19T11:14:00
8,88,search,2025-01-21T19:41:00
8,88,view,2025-01-21T19:43:00
8,88,click,2025-01-21T19:44:00
8,88,add_to_cart,2025-01-21T19:45:00
8,88,purchase,2025-01-21T19:47:00
8,92,view,2025-01-21T19:50:00
8,92,click,2025-01-21T19:53:00
8,99,view,2025-01-21T19:54:00
8,99,add_to_cart,2025-01-21T19:56:00
8,99,purchase,2025-01-21T19:58:00
8,194,review,2025-01-22T04:51:00
8,196,review,2025-01-22T06:51:00
8,99,review,2025-01-29T20:00:00
8,102,review,2025-01-31T02:42:00
8,88,review,2025-02-03T19:50:00
9,112,search,2025-01-04T13:09:00
9,112,view,2025-01-04T13:11:00
9,112,click,2025-01-04T13:14:00
9,120,view,2025-01-04T13:17:00
9,120,click,2025-01-04T13:21:00
9,120,add_to_cart,2025-01-04T13:23:00
9,120,purchase,2025-01-04T13:24:00
9,116,search,2025-01-07T09:50:00
9,116,view,2025-01-07T09:52:00
9,116,click,2025-01-07T09:56:00
9,116,add_to_cart,2025-01-07T09:57:00
9,116,purchase,2025-01-07T09:59:00
9,123,view,2025-01-07T10:06:00
9,123,click,2025-01-07T10:10:00
9,123,add_to_cart,2025-01-07T10:11:00
9,123,purchase,2025-01-07T10:12:00
9,124,view,2025-01-07T10:19:00
9,124,click,2025-01-07T10:20:00
9,123,search,2025-01-08T21:18:00
9,123,view,2025-01-08T21:20:00
9,194,search,2025-01-10T17:34:00
9,194,view,2025-01-10T17:36:00
9,194,click,2025-01-10T17:38:00
9,200,search,2025-01-11T23:16:00
9,200,view,2025-01-11T23:18:00
9,200,click,2025-01-11T23:19:00
9,181,view,2025-01-13T05:06:00
9,181,click,2025-01-13T05:09:00
9,122,view,2025-01-15T16:50:00
9,122,click,2025-01-15T16:51:00
9,122,add_to_cart,2025-01-15T16:52:00
9,122,purchase,2025-01-15T16:54:00
9,112,view,2025-01-15T17:01:00
9,112,add_to_cart,2025-01-15T17:02:00
9,112,purchase,2025-01-15T17:03:00
9,114,view,2025-01-15T17:09:00
9,114,click,2025-01-15T17:13:00
9,114,add_to_cart,2025-01-15T17:15:00
9,114,purchase,2025-01-15T17:16:00
9,126,search,2025-01-17T00:21:00
9,126,view,2025-01-17T00:24:00
9,126,click,2025-01-17T00:25:00
9,131,view,2025-01-17T00:27:00
9,131,click,2025-01-17T00:29:00
9,131,add_to_cart,2025-01-17T00:31:00
9,131,purchase,2025-01-17T00:32:00
9,117,view,2025-01-19T18:22:00
9,117,click,2025-01-19T18:23:00
9,117,add_to_cart,2025-01-19T18:26:00
9,117,purchase,2025-01-19T18:27:00
9,126,view,2025-01-19T18:30:00
9,126,click,2025-01-19T18:34:00
9,127,view,2025-01-19T18:37:00
9,127,click,2025-01-19T18:40:00
9,122,review,2025-01-21T17:01:00
9,112,review,2025-01-22T17:09:00
9,131,review,2025-01-24T00:40:00
9,114,review,2025-01-26T17:19:00
10,46,search,2025-01-10T07:37:00
10,46,view,2025-01-10T07:38:00
10,50,view,2025-01-10T07:42:00
10,50,click,2025-01-10T07:44:00
10,50,add_to_cart,2025-01-10T07:45:00
10,50,purchase,2025-01-10T07:46:00
10,174,search,2025-01-11T10:57:00
10,174,view,2025-01-11T10:58:00
10,174,click,2025-01-11T11:00:00
10,174,add_to_cart,2025-01-11T11:03:00
10,174,purchase,2025-01-11T11:05:00
10,158,view,2025-01-11T11:16:00
10,158,click,2025-01-11T11:20:00
10,152,search,2025-01-12T08:51:00
10,152,view,2025-01-12T08:53:00
10,152,click,2025-01-12T08:56:00
10,152,add_to_cart,2025-01-12T08:59:00
10,152,purchase,2025-01-12T09:00:00
10,142,view,2025-01-12T09:09:00
10,142,click,2025-01-12T09:12:00
10,146,search,2025-01-14T09:03:00
10,146,view,2025-01-14T09:04:00
10,150,view,2025-01-14T09:08:00
10,150,click,2025-01-14T09:10:00
10,46,search,2025-01-16T18:17:00
10,46,view,2025-01-16T18:18:00
10,46,click,2025-01-16T18:19:00
10,53,view,2025-01-16T18:21:00
10,53,click,2025-01-16T18:23:00
10,53,add_to_cart,2025-01-16T18:25:00
10,53,purchase,2025-01-16T18:27:00
10,134,search,2025-01-17T13:04:00
10,134,view,2025-01-17T13:06:00
10,134,click,2025-01-17T13:09:00
10,142,view,2025-01-17T13:12:00
10,142,click,2025-01-17T13:14:00
10,152,review,2025-01-18T09:09:00
10,174,search,2025-01-19T02:25:00
10,174,view,2025-01-19T02:26:00
10,174,click,2025-01-19T02:29:00
10,175,view,2025-01-19T02:32:00
10,175,click,2025-01-19T02:34:00
10,152,search,2025-01-21T09:04:00
10,152,view,2025-01-21T09:05:00
10,152,click,2025-01-21T09:08:00
10,152,add_to_cart,2025-01-21T09:09:00
10,152,remove_cart,2025-01-21T09:11:00
11,199,view,2025-01-12T14:21:00
11,199,click,2025-01-12T14:23:00
11,199,add_to_cart,2025-01-12T14:24:00
11,199,purchase,2025-01-12T14:25:00
11,192,view,2025-01-12T14:27:00
11,177,view,2025-01-12T14:29:00
11,177,click,2025-01-12T14:33:00
11,177,add_to_cart,2025-01-12T14:34:00
11,177,purchase,2025-01-12T14:36:00
11,32,search,2025-01-14T11:14:00
11,32,view,2025-01-14T11:15:00
11,32,click,2025-01-14T11:17:00
11,35,view,2025-01-14T11:18:00
11,35,click,2025-01-14T11:19:00
11,59,search,2025-01-15T05:09:00
11,59,view,2025-01-15T05:11:00
11,59,click,2025-01-15T05:13:00
11,46,view,2025-01-15T05:14:00
11,46,click,2025-01-15T05:16:00
11,52,view,2025-01-15T05:18:00
11,52,click,2025-01-15T05:22:00
11,52,add_to_cart,2025-01-15T05:25:00
11,52,purchase,2025-01-15T05:27:00
11,63,search,2025-01-16T01:36:00
11,63,view,2025-01-16T01:38:00
11,63,click,2025-01-16T01:40:00
11,63,add_to_cart,2025-01-16T01:42:00
11,63,purchase,2025-01-16T01:43:00
11,53,view,2025-01-16T01:45:00
11,53,click,2025-01-16T01:47:00
11,47,view,2025-01-16T01:50:00
11,47,click,2025-01-16T01:54:00
11,47,add_to_cart,2025-01-16T01:56:00
11,47,remove_cart,2025-01-16T01:57:00
11,190,search,2025-01-18T19:56:00
11,190,view,2025-01-18T19:59:00
11,190,click,2025-01-18T20:00:00
11,190,add_to_cart,2025-01-18T20:03:00
11,190,purchase,2025-01-18T20:04:00
11,178,view,2025-01-18T20:06:00
11,178,click,2025-01-18T20:08:00
11,179,view,2025-01-18T20:09:00
11,179,click,2025-01-18T20:10:00
11,179,add_to_cart,2025-01-18T20:12:00
11,179,purchase,2025-01-18T20:13:00
11,52,review,2025-01-21T05:34:00
11,23,search,2025-01-21T10:26:00
11,23,view,2025-01-21T10:29:00
11,23,click,2025-01-21T10:30:00
11,34,view,2025-01-21T10:33:00
11,34,click,2025-01-21T10:35:00
11,34,add_to_cart,2025-01-21T10:38:00
11,34,purchase,2025-01-21T10:39:00
11,177,review,2025-01-22T14:41:00
11,199,review,2025-01-23T14:27:00
11,179,review,2025-01-25T20:22:00
11,63,review,2025-01-30T01:45:00
11,34,review,2025-02-02T10:51:00
12,133,view,2025-01-03T18:02:00
12,133,click,2025-01-03T18:03:00
12,141,view,2025-01-03T18:05:00
12,141,click,2025-01-03T18:09:00
12,141,add_to_cart,2025-01-03T18:12:00
12,141,purchase,2025-01-03T18:14:00
12,46,search,2025-01-05T10:12:00
12,46,view,2025-01-05T10:14:00
12,46,click,2025-01-05T10:18:00
12,54,view,2025-01-05T10:19:00
12,54,click,2025-01-05T10:23:00
12,54,add_to_cart,2025-01-05T10:26:00
12,54,purchase,2025-01-05T10:27:00
12,163,search,2025-01-06T03:50:00
12,163,view,2025-01-06T03:52:00
12,163,click,2025-01-06T03:56:00
12,163,add_to_cart,2025-01-06T03:58:00
12,163,purchase,2025-01-06T04:00:00
12,164,view,2025-01-06T04:02:00
12,164,click,2025-01-06T04:05:00
12,164,add_to_cart,2025-01-06T04:07:00
12,164,remove_cart,2025-01-06T04:08:00
12,157,view,2025-01-06T04:10:00
12,157,click,2025-01-06T04:13:00
12,173,search,2025-01-08T12:06:00
12,173,view,2025-01-08T12:07:00
12,173,click,2025-01-08T12:08:00
12,173,add_to_cart,2025-01-08T12:11:00
12,173,purchase,2025-01-08T12:13:00
12,143,search,2025-01-11T00:19:00
12,143,view,2025-01-11T00:22:00
12,143,click,2025-01-11T00:25:00
12,143,add_to_cart,2025-01-11T00:28:00
12,143,remove_cart,2025-01-11T00:29:00
12,146,view,2025-01-11T00:30:00
12,146,click,2025-01-11T00:34:00
12,146,add_to_cart,2025-01-11T00:37:00
12,146,purchase,2025-01-11T00:39:00
12,58,search,2025-01-11T21:38:00
12,58,view,2025-01-11T21:39:00
12,49,view,2025-01-11T21:43:00
12,49,click,2025-01-11T21:46:00
12,49,add_to_cart,2025-01-11T21:49:00
12,49,purchase,2025-01-11T21:51:00
12,46,view,2025-01-11T21:55:00
12,46,click,2025-01-11T21:57:00
12,46,add_to_cart,2025-01-11T22:00:00
12,46,purchase,2025-01-11T22:01:00
12,54,review,2025-01-19T10:30:00
13,114,search,2025-01-08T02:19:00
13,114,view,2025-01-08T02:22:00
13,114,click,2025-01-08T02:26:00
13,129,view,2025-01-08T02:28:00
13,129,click,2025-01-08T02:29:00
13,112,view,2025-01-08T02:31:00
13,112,click,2025-01-08T02:35:00
13,112,add_to_cart,2025-01-08T02:38:00
13,112,purchase,2025-01-08T02:39:00
13,17,search,2025-01-09T00:02:00
13,17,view,2025-01-09T00:04:00
13,17,click,2025-01-09T00:06:00
13,7,search,2025-01-10T23:26:00
13,7,view,2025-01-10T23:28:00
13,7,click,2025-01-10T23:29:00
13,21,view,2025-01-10T23:30:00
13,21,click,2025-01-10T23:32:00
13,106,search,2025-01-13T16:30:00
13,106,view,2025-01-13T16:31:00
13,106,click,2025-01-13T16:34:00
13,106,add_to_cart,2025-01-13T16:37:00
13,106,purchase,2025-01-13T16:38:00
13,89,view,2025-01-13T16:50:00
13,89,click,2025-01-13T16:53:00
13,89,add_to_cart,2025-01-13T16:56:00
13,89,remove_cart,2025-01-13T16:58:00
13,14,search,2025-01-15T10:12:00
13,14,view,2025-01-15T10:13:00
13,14,add_to_cart,2025-01-15T10:16:00
13,14,purchase,2025-01-15T10:18:00
13,16,view,2025-01-15T10:22:00
13,16,click,2025-01-15T10:23:00
13,16,add_to_cart,2025-01-15T10:25:00
13,16,remove_cart,2025-01-15T10:27:00
13,13,view,2025-01-17T00:43:00
13,13,click,2025-01-17T00:45:00
13,20,view,2025-01-17T00:48:00
13,20,click,2025-01-17T00:50:00
13,119,view,2025-01-17T13:57:00
13,119,add_to_cart,2025-01-17T14:01:00
13,119,remove_cart,2025-01-17T14:03:00
13,125,view,2025-01-17T14:05:00
13,125,click,2025-01-17T14:09:00
13,110,search,2025-01-18T11:08:00
13,110,view,2025-01-18T11:10:00
13,110,click,2025-01-18T11:14:00
13,110,add_to_cart,2025-01-18T11:16:00
13,110,purchase,2025-01-18T11:17:00
13,113,view,2025-01-18T11:23:00
13,113,click,2025-01-18T11:27:00
